# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 15 18:11:40 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
505,HAT-P-1 b,0.88500,0.07000,,,,,,,,,0.11868,0.00071,-0.00071,0,,,,,<a refstr=NIKOLOV_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437...46N target=ref>Nikolov et al. 2014</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
506,HAT-P-1 b,0.97000,0.10000,,,,,,,,,0.11988,0.00046,-0.00046,0,,,,,<a refstr=NIKOLOV_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437...46N target=ref>Nikolov et al. 2014</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
507,HAT-P-32 b,0.52760,,,,,,,,,,0.15031,0.00222,-0.00222,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
508,HAT-P-32 b,0.54130,,,,,,,,,,0.15233,0.00040,-0.00040,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
509,HAT-P-32 b,0.55510,,,,,,,,,,0.15212,0.00075,-0.00075,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
510,HAT-P-32 b,0.56880,,,,,,,,,,0.15164,0.00038,-0.00038,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
511,HAT-P-32 b,0.58250,,,,,,,,,,0.15188,0.00040,-0.00040,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
512,HAT-P-32 b,0.59620,,,,,,,,,,0.15202,0.00049,-0.00049,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
513,HAT-P-32 b,0.60990,,,,,,,,,,0.15072,0.00051,-0.00051,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
514,HAT-P-32 b,0.62360,,,,,,,,,,0.15108,0.00058,-0.00058,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
515,HAT-P-32 b,0.63740,,,,,,,,,,0.15083,0.00089,-0.00089,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
516,HAT-P-32 b,0.65460,,,,,,,,,,0.15035,0.00059,-0.00059,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
517,HAT-P-32 b,0.66860,,,,,,,,,,0.15200,0.00073,-0.00073,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
518,HAT-P-32 b,0.68250,,,,,,,,,,0.15151,0.00076,-0.00076,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
519,HAT-P-32 b,0.69650,,,,,,,,,,0.15145,0.00043,-0.00043,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
520,HAT-P-32 b,0.71050,,,,,,,,,,0.15203,0.00080,-0.00080,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
521,HAT-P-32 b,0.72450,,,,,,,,,,0.15157,0.00041,-0.00041,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
522,HAT-P-32 b,0.73850,,,,,,,,,,0.15132,0.00030,-0.00030,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
523,HAT-P-32 b,0.75250,,,,,,,,,,0.15105,0.00056,-0.00056,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
524,HAT-P-32 b,0.76640,,,,,,,,,,0.15156,0.00044,-0.00044,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
525,HAT-P-32 b,0.78060,,,,,,,,,,0.15072,0.00038,-0.00038,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
526,HAT-P-32 b,0.79790,,,,,,,,,,0.15263,0.00067,-0.00067,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
527,HAT-P-32 b,0.81200,,,,,,,,,,0.15144,0.00055,-0.00055,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
528,HAT-P-32 b,0.82610,,,,,,,,,,0.15103,0.00042,-0.00042,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
529,HAT-P-32 b,0.84030,,,,,,,,,,0.15083,0.00059,-0.00059,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
530,HAT-P-32 b,0.85440,,,,,,,,,,0.15041,0.00063,-0.00063,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
531,HAT-P-32 b,0.86850,,,,,,,,,,0.15291,0.00090,-0.00090,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
532,HAT-P-32 b,0.88260,,,,,,,,,,0.15218,0.00116,-0.00116,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
533,HAT-P-32 b,0.89670,,,,,,,,,,0.15064,0.00076,-0.00076,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
534,HAT-P-32 b,0.91090,,,,,,,,,,0.15042,0.00054,-0.00054,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
535,HAT-P-32 b,0.92550,,,,,,,,,,0.15060,0.00116,-0.00116,0,,,,,<a refstr=GIBSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.436.2974G target=ref>Gibson et al. 2013</a>,Gillett Gemini North Telescope,GMOS
536,GJ 1214 b,1.12300,,,,,,,,,,0.11641,0.00102,-0.00102,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
537,GJ 1214 b,1.14600,,,,,,,,,,0.11707,0.00099,-0.00099,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
538,GJ 1214 b,1.16900,,,,,,,,,,0.11526,0.00098,-0.00098,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
539,GJ 1214 b,1.19200,,,,,,,,,,0.11589,0.00093,-0.00093,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
540,GJ 1214 b,1.21500,,,,,,,,,,0.11537,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
541,GJ 1214 b,1.23900,,,,,,,,,,0.11574,0.00090,-0.00090,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
542,GJ 1214 b,1.26200,,,,,,,,,,0.11662,0.00088,-0.00088,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
543,GJ 1214 b,1.28500,,,,,,,,,,0.11565,0.00088,-0.00088,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
544,GJ 1214 b,1.30800,,,,,,,,,,0.11674,0.00085,-0.00085,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
545,GJ 1214 b,1.33100,,,,,,,,,,0.11595,0.00087,-0.00087,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
546,GJ 1214 b,1.35500,,,,,,,,,,0.11705,0.00089,-0.00089,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
547,GJ 1214 b,1.37800,,,,,,,,,,0.11664,0.00088,-0.00088,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
548,GJ 1214 b,1.40100,,,,,,,,,,0.11778,0.00088,-0.00088,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
549,GJ 1214 b,1.42500,,,,,,,,,,0.11693,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
550,GJ 1214 b,1.44800,,,,,,,,,,0.11772,0.00090,-0.00090,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
551,GJ 1214 b,1.47100,,,,,,,,,,0.11663,0.00092,-0.00092,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
552,GJ 1214 b,1.49600,,,,,,,,,,0.11509,0.00100,-0.00100,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
553,GJ 1214 b,1.51700,,,,,,,,,,0.11635,0.00104,-0.00104,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
554,GJ 1214 b,1.54100,,,,,,,,,,0.11626,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
555,GJ 1214 b,1.56400,,,,,,,,,,0.11681,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
556,GJ 1214 b,1.58700,,,,,,,,,,0.11443,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
557,GJ 1214 b,1.61000,,,,,,,,,,0.11631,0.00091,-0.00091,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
558,GJ 1214 b,1.63300,,,,,,,,,,0.11620,0.00092,-0.00092,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
559,GJ 1214 b,1.65600,,,,,,,,,,0.11581,0.00096,-0.00096,0,,,,,<a refstr=BERTA_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...747...35B target=ref>Berta et al. 2012</a>,Hubble Space Telescope satellite,WFC3
560,WASP-12 b,0.35570,0.05990,1.420000,0.030000,-0.030000,0,,,,,,,,,2454836.403260,0.000130,-0.000130,0,<a refstr=COPPERWHEAT_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434..661C target=ref>Copperwheat et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
561,WASP-12 b,0.41690,0.00520,1.460000,0.040000,-0.040000,0,,,,,,,,,2454836.403260,0.000130,-0.000130,0,<a refstr=COPPERWHEAT_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434..661C target=ref>Copperwheat et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
562,WASP-12 b,0.60100,0.01180,1.430000,0.030000,-0.030000,0,,,,,,,,,2454836.403260,0.000130,-0.000130,0,<a refstr=COPPERWHEAT_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434..661C target=ref>Copperwheat et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
563,WASP-19 b,0.58000,0.10000,,,,,,,,,0.14070,0.00070,-0.00070,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
564,WASP-19 b,0.68000,0.10000,,,,,,,,,0.13950,0.00060,-0.00060,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
565,WASP-19 b,0.77950,0.09900,,,,,,,,,0.14060,0.00080,-0.00080,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
566,WASP-19 b,0.92950,0.20100,,,,,,,,,0.14030,0.00080,-0.00080,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
567,WASP-19 b,1.13700,0.10000,,,,,,,,,0.14060,0.00049,-0.00049,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
568,WASP-19 b,1.23700,0.10000,,,,,,,,,0.14010,0.00033,-0.00033,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
569,WASP-19 b,1.33700,0.10000,,,,,,,,,0.14080,0.00031,-0.00031,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
570,WASP-19 b,1.43700,0.10000,,,,,,,,,0.14210,0.00039,-0.00039,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
571,WASP-19 b,1.53700,0.10000,,,,,,,,,0.14170,0.00056,-0.00056,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
572,WASP-19 b,1.63700,0.10000,,,,,,,,,0.14100,0.00039,-0.00039,0,,,,,<a refstr=HUITSON_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.434.3252H target=ref>Huitson et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
573,WASP-19 b,1.29000,0.08000,2.060000,0.028000,-0.028000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
574,WASP-19 b,1.45000,0.10000,2.117000,0.031000,-0.031000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
575,WASP-19 b,1.55000,0.10000,2.106000,0.015000,-0.015000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
576,WASP-19 b,1.65000,0.10000,2.056000,0.030000,-0.030000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
577,WASP-19 b,1.75000,0.10000,2.030000,0.016000,-0.016000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
578,WASP-19 b,2.00000,0.10000,2.060000,0.031000,-0.031000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
579,WASP-19 b,2.10000,0.10000,2.089000,0.010000,-0.010000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
580,WASP-19 b,2.20000,0.10000,2.070000,0.018000,-0.018000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
581,WASP-19 b,2.30000,0.10000,2.048000,0.047000,-0.047000,0,,,,,,,,,,,,,<a refstr=BEAN_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...771..108B target=ref>Bean et al. 2013</a>,Magellan II Landon Clay Telescope,MMIRS
582,GJ 1214 b,0.73000,0.24000,,,,,,,,,0.11780,0.00070,-0.00070,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
583,GJ 1214 b,0.62000,0.02000,,,,,,,,,0.11730,0.00180,-0.00180,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
584,GJ 1214 b,0.64000,0.02000,,,,,,,,,0.11950,0.00120,-0.00120,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
585,GJ 1214 b,0.66000,0.02000,,,,,,,,,0.11670,0.00110,-0.00110,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
586,GJ 1214 b,0.68000,0.02000,,,,,,,,,0.11940,0.00110,-0.00110,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
587,GJ 1214 b,0.70000,0.02000,,,,,,,,,0.11690,0.00090,-0.00090,0,,,,,<a refstr=BEAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...743...92B target=ref>Bean et al. 2011</a>,Magellan II Landon Clay Telescope,MMIRS
