# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 15 18:11:40 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
931,HAT-P-11 b,1.36000,0.00940,0.353600,0.004400,-0.004400,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
932,HAT-P-11 b,1.37900,0.00940,0.349900,0.004600,-0.004600,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
933,HAT-P-11 b,1.39700,0.00940,0.349800,0.004000,-0.004000,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
934,HAT-P-11 b,1.41600,0.00940,0.352400,0.004100,-0.004100,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
935,HAT-P-11 b,1.43500,0.00940,0.359100,0.004400,-0.004400,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
936,HAT-P-11 b,1.45400,0.00940,0.352400,0.004300,-0.004300,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
937,HAT-P-11 b,1.47300,0.00940,0.352000,0.003900,-0.003900,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
938,HAT-P-11 b,1.49200,0.00940,0.344700,0.003900,-0.003900,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
939,HAT-P-11 b,1.51000,0.00940,0.334400,0.004500,-0.004500,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
940,HAT-P-11 b,1.52900,0.00940,0.351300,0.004100,-0.004100,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
941,HAT-P-11 b,1.54800,0.00940,0.347100,0.005000,-0.005000,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
942,HAT-P-11 b,1.56700,0.00940,0.343800,0.004900,-0.004900,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
943,HAT-P-11 b,1.58600,0.00940,0.341400,0.005300,-0.005300,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
944,HAT-P-11 b,1.60400,0.00940,0.338300,0.004500,-0.004500,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
945,HAT-P-11 b,1.62300,0.00940,0.341500,0.003800,-0.003800,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
946,HAT-P-11 b,1.64200,0.00940,0.348000,0.004800,-0.004800,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
947,HAT-P-11 b,1.66100,0.00940,0.349800,0.006000,-0.006000,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
948,HAT-P-11 b,1.68000,0.00940,0.337600,0.007400,-0.007400,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
949,HAT-P-11 b,3.52100,0.36850,0.338400,0.002000,-0.002000,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
950,HAT-P-11 b,4.47100,0.50210,0.336300,0.002700,-0.002700,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
951,HAT-P-11 b,3.52100,0.36850,0.342100,0.002900,-0.002900,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
952,HAT-P-11 b,3.52100,0.36850,0.334700,0.002900,-0.002900,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
953,HAT-P-11 b,4.47100,0.50210,0.332100,0.003800,-0.003800,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
954,HAT-P-11 b,4.47100,0.50210,0.340700,0.003700,-0.003700,0,,,,,,,,,,,,,<a refstr=FRAINE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.513..526F target=ref>Fraine et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
955,HAT-P-1 b,0.67920,0.00120,,,,,,,,,0.11760,0.00130,-0.00130,0,2455127.515000,0.020000,-0.020000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
956,HAT-P-1 b,0.75820,0.00120,,,,,,,,,0.12470,0.00220,-0.00220,0,2455520.456000,0.057000,-0.057000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
957,HAT-P-1 b,0.75820,0.00120,,,,,,,,,0.12480,0.00180,-0.00180,0,2456623.387000,0.068000,-0.068000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
958,HAT-P-1 b,0.76649,0.00120,,,,,,,,,0.12800,0.00300,-0.00300,0,2455520.456000,0.076000,-0.076000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
959,HAT-P-1 b,0.76649,0.00120,,,,,,,,,0.12660,0.00130,-0.00130,0,2456623.386000,0.052000,-0.052000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
960,HAT-P-1 b,0.88440,0.00120,,,,,,,,,0.11680,0.00220,-0.00220,0,2455761.585000,0.093000,-0.093000,0,<a refstr=WILSON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450..192W target=ref>Wilson et al. 2015</a>,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),OSIRIS
961,HD 209458 b,1.11900,,1.451270,0.005060,-0.005060,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
962,HD 209458 b,1.13800,,1.454650,0.003550,-0.003550,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
963,HD 209458 b,1.15700,,1.456630,0.003520,-0.003520,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
964,HD 209458 b,1.17500,,1.452310,0.003460,-0.003460,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
965,HD 209458 b,1.19400,,1.452870,0.003410,-0.003410,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
966,HD 209458 b,1.21300,,1.454990,0.003370,-0.003370,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
967,HD 209458 b,1.23200,,1.457180,0.003350,-0.003350,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
968,HD 209458 b,1.25100,,1.453860,0.003360,-0.003360,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
969,HD 209458 b,1.27000,,1.452220,0.003380,-0.003380,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
970,HD 209458 b,1.28800,,1.453840,0.003370,-0.003370,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
971,HD 209458 b,1.30700,,1.453590,0.003340,-0.003340,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
972,HD 209458 b,1.32600,,1.460450,0.003340,-0.003340,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
973,HD 209458 b,1.34500,,1.468500,0.003350,-0.003350,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
974,HD 209458 b,1.36400,,1.477900,0.003390,-0.003390,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
975,HD 209458 b,1.38300,,1.475210,0.003440,-0.003440,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
976,HD 209458 b,1.40100,,1.478880,0.003450,-0.003450,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
977,HD 209458 b,1.42000,,1.470520,0.003470,-0.003470,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
978,HD 209458 b,1.43900,,1.470170,0.003500,-0.003500,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
979,HD 209458 b,1.45800,,1.467770,0.003540,-0.003540,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
980,HD 209458 b,1.47700,,1.469510,0.003590,-0.003590,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
981,HD 209458 b,1.49600,,1.472230,0.003640,-0.003640,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
982,HD 209458 b,1.51500,,1.464140,0.003660,-0.003660,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
983,HD 209458 b,1.53300,,1.467680,0.003710,-0.003710,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
984,HD 209458 b,1.55200,,1.466620,0.003780,-0.003780,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
985,HD 209458 b,1.57100,,1.464250,0.003860,-0.003860,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
986,HD 209458 b,1.59000,,1.459410,0.003920,-0.003920,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
987,HD 209458 b,1.60900,,1.453010,0.003990,-0.003990,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
988,HD 209458 b,1.62800,,1.464210,0.004080,-0.004080,0,,,,,,,,,2456196.289340,0.000180,-0.000180,0,<a refstr=DEMING_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
989,KOI-12 b,0.60000,,0.927100,0.001900,-0.001900,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
990,KOI-12 b,4.50000,,0.688000,0.012000,-0.011000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
991,KOI-13 b,0.60000,,0.464600,0.003100,-0.003100,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
992,KOI-13 b,4.50000,,0.228000,0.011000,-0.011000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
993,Kepler-410 A b,0.60000,,0.033400,0.000400,-0.000400,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
994,Kepler-410 A b,4.50000,,0.018000,0.005000,-0.005000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
995,Kepler-93 b,0.60000,,0.027100,0.000300,-0.000300,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
996,Kepler-93 b,4.50000,,0.007000,0.008000,-0.006000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
997,Kepler-93 b,4.50000,,0.009000,0.008000,-0.007000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
998,Kepler-20 c,0.60000,,0.102800,0.002100,-0.002100,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
999,Kepler-20 c,4.50000,,0.057000,0.022000,-0.023000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1000,Kepler-20 d,0.60000,,0.082900,0.001900,-0.001900,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1001,Kepler-20 d,4.50000,,0.055000,0.016000,-0.017000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1002,Kepler-20 d,4.50000,,0.062000,0.016000,-0.016000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1003,Kepler-10 c,0.60000,,0.049700,0.000500,-0.000500,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1004,Kepler-10 c,4.50000,,0.032000,0.008000,-0.008000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1005,Kepler-10 c,4.50000,,0.033000,0.010000,-0.010000,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1006,Kepler-102 e,0.60000,,0.094900,0.003400,-0.003400,0,,,,,,,,,,,,,<a refstr=D_EACUTE_SERT_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
